author_id,created_at,id,lang,retweet_count,text,sinal
"1,35E+18",2022-08-08T01:07:30Z,"1,56E+18",pt,0,@EduardoLeite_ vc mente escolas não 5em luz  não tem banheiros não tem água Aliás n estão tendo aulas normais pq além de faltar infraestrutura faltam professores Q nojo,0
54040500,2022-08-08T01:07:29Z,"1,56E+18",pt,3,RT @sigamariaeunice Com o @EdegarPretto os Professores e Funcionários de Escolas vão voltar ser tratados dignamente como tem exigido o…,1
188079877,2022-08-08T01:07:28Z,"1,56E+18",pt,0,@JulianaBrizola @VieiraPDT Não entendi\n\nEle disse que pagar salários integrais era o MÍNIMO mas ele não foi secretário governo Sartori quando os salários eram parcelados,
38809147,2022-08-08T01:07:28Z,"1,56E+18",pt,41,RT @JulianaBrizola O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro d…,0
43961870,2022-08-08T01:07:27Z,"1,56E+18",pt,45,RT @EdegarPretto O meu candidato vice-governador é o @PedroRuasPsol fundador trabalhismo e defensor da escola integral de Leonel Bri…,1
3431522397,2022-08-08T01:07:24Z,"1,56E+18",pt,4,RT @PompeodeMattos O @VieiraPDT bateu com duas mãos \nLeite se gaba de fazer o mínimo \nO Edegar Pretto diz que vai dar café da manhã p…,
2481764343,2022-08-08T01:07:22Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
"1,19E+18",2022-08-08T01:07:22Z,"1,56E+18",es,0,#DebateNaBandRS\nFechada com @EdegarPretto ,1
1143942487,2022-08-08T01:07:21Z,"1,56E+18",pt,1,Chegou até suar o implante novo q fez \n\n#DebateNaBandRS #LulaOlivioPrettoRuas  ,
117722784,2022-08-08T01:07:21Z,"1,56E+18",pt,79,RT @EdegarPretto Não consigo compreender como um governo permitiu que os servidores da educação ficassem sete anos sem reposição salarial…,0
295949375,2022-08-08T01:07:21Z,"1,56E+18",pt,13,RT @TZTarcisio Edegar desnudando picaretagem e incompetência desgoverno Bolsonarista e BolsÔnix \n\nNós temos soluções que o Bra…,0
"1,45E+18",2022-08-08T01:07:20Z,"1,56E+18",pt,91,RT @giovanicherini              º     \n\n#DebateNaBandRS…,
"1,55E+18",2022-08-08T01:07:20Z,"1,56E+18",pt,30,RT @PTpoa “O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @Edega…,
31426392,2022-08-08T01:07:20Z,"1,56E+18",pt,0,"Onyx Lorenzoni disse o Rio Grande está acostumado com homens de honra e palavra"" Ah tá E fala em homem de novo Aponta homofobia explícita em sua fala\nÉ o tal homem de bem"" o mesmo que teve o Caixa 2 perdoado por Sergio Moro o Marreco FBI\n#DebateNaBandRS",0
"1,02E+18",2022-08-08T01:07:18Z,"1,56E+18",pt,41,RT @JulianaBrizola O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro d…,0
"1,39E+18",2022-08-08T01:07:17Z,"1,56E+18",pt,1408,"RT @onyxlorenzoni verdadeiras multidões seguindo o Presidente Jair Bolsonaro em todo o Brasil  deixam narrativas e pesquisas""…",1
"1,49E+18",2022-08-08T01:07:15Z,"1,56E+18",pt,11,RT @BohnGass Num tom muito sereno como convém quem quer governar o Rio Grande @EdegarPretto vai mostrando que para comandar o Estado é…,1
159215772,2022-08-08T01:07:14Z,"1,56E+18",pt,35,RT @ruirapina3 @onyxlorenzoni está muito bem debate até aqui Firme tranquilo respondendo tom adequado à camarilha esquerdista…,0
52733007,2022-08-08T01:07:12Z,"1,56E+18",pt,2,"Esse cidadão aqui acaba de dizer pro @EdegarPretto vocês roubaram o Brasil""\n\nA cara de pau dos bolsonaristas não tem limites ",0
"1,49E+18",2022-08-08T01:07:11Z,"1,56E+18",pt,0,@onyxlorenzoni Kkkkkkkkkkkkkkkkkkkkkkk lambe-botas Povo gaúcho esse cara aí jamais,0
"1,22E+18",2022-08-08T01:07:09Z,"1,56E+18",pt,31,RT @LeonelRadde @EdegarPretto demolindo o Onyx Caixa 2 corrupto confesso e propagador de fake news #LulaOlivioPrettoRuas  #DebateNaBand,0
"1,54E+18",2022-08-08T01:07:07Z,"1,56E+18",qme,5,#LulaOlivioPrettoRuas\n#DebateNaBandRS ,
304418513,2022-08-08T01:07:07Z,"1,56E+18",pt,0,Roberto Argenta lutando contra o pigarro #DebateNaBandRS,
"1,53E+18",2022-08-08T01:07:04Z,"1,56E+18",pt,3,O @onyxlorenzoni não explica como fala em verdade com o @jairbolsonaro decretando sigilo e governando com orçamento secreto\n\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,
"1,00E+18",2022-08-08T01:07:03Z,"1,56E+18",pt,1217,RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0
54996524,2022-08-08T01:07:03Z,"1,56E+18",pt,4,Reú confesso de CAIXA 2 não pode falar de corrupção  @EdegarPretto para Onyx Reu confesso de Caixa 2 Lorenzon\n#DebateNaBandRS,0
"1,12E+18",2022-08-08T01:07:03Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
1017628104,2022-08-08T01:07:02Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
412269146,2022-08-08T01:07:01Z,"1,56E+18",pt,91,RT @giovanicherini              º     \n\n#DebateNaBandRS…,
98679784,2022-08-08T01:06:52Z,"1,56E+18",pt,0,Vieira da Cunha também confirma que é bom de debate \n\n#DebateNaBandRS #BandJornalismo,1
16045528,2022-08-08T01:06:51Z,"1,56E+18",pt,0,Caixa 2 confesso não pode falar em corrupção Foi ótimo\n#DebateNaBandRS,0
"1,25E+18",2022-08-08T01:06:51Z,"1,56E+18",pt,0,@EdegarPretto de barriga cheia mas um pouco indigesto\n#DebateNaBandRS,0
"1,12E+18",2022-08-08T01:06:50Z,"1,56E+18",pt,0,@onyxlorenzoni é CAIXA 2 CONFESSO E GASTOU DINHEIRO CARTÃO CORPORATIVO ANDANDO NA GARUPA CAPITÃO #DebateNaBandRS,0
16655632,2022-08-08T01:06:48Z,"1,56E+18",pt,0,Nosso futuro governador @EdegarPretto enquadrou o caixa 2 confesso Onyx Lula desenvolveu o Brasil e investiu RS com o PAC Bolsonaro não faz nada além de espalhar ódio Por isso Lula vai ganhar 1 turno Aqui temos que eleger Edegar e @PedroRuasPsol #debatenabandrs,1
76432124,2022-08-08T01:06:45Z,"1,56E+18",pt,2,Edegar Pretto PT questiona Carlos Vieira Da Cunha PDT sobre privatização da CEEE\n\nConfira em\n#DebateNaBand #DebateNaBandRS ,
"1,53E+18",2022-08-08T01:06:44Z,"1,56E+18",pt,13,Edegar desnudando picaretagem e incompetência desgoverno Bolsonarista e BolsÔnix \n\nNós temos soluções que o Brasil e o Rio Grande precisa\n\nLula e @EdegarPretto farão uma verdadeira revolução na vida dos trabalhadores e das trabalhadoras\n\n#LulaOlivioPrettoRuas,1
1723689505,2022-08-08T01:06:44Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
"1,06E+18",2022-08-08T01:06:44Z,"1,56E+18",pt,0,Onyx pergunta para Argenta\nFala sobre ouvir o Rio Grande e diz que tem regiões com emprego mas sem capacitação Pergunta da geração de empregos Argenta diz que gerar empregos é fundamental e que precisa ampliar escolas técnicas através Sistema #DebateNaBandRS,
2481764343,2022-08-08T01:06:43Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0
"1,37E+18",2022-08-08T01:06:41Z,"1,56E+18",pt,1,Meu governador @onyxlorenzoni  atropelou e Edegar P\n,1
"1,53E+18",2022-08-08T01:06:39Z,"1,56E+18",pt,2,O que @onyxlorenzoni e Bolsonaro representam é o projeto de destruição da nossa nação  \n\n#DebateNaBandRS #LulaOlivioPrettoRuas,0
"1,29E+18",2022-08-08T01:06:39Z,"1,56E+18",pt,2,RT @bandrs Resposta candidato Ricardo Jobim Novo à pergunta inicial #DebateNaBand #DebateNaBandRS ,
"1,46E+18",2022-08-08T01:06:38Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
"1,36E+18",2022-08-08T01:06:38Z,"1,56E+18",und,0,@EduardoLeite_ ,
2235596608,2022-08-08T01:06:37Z,"1,56E+18",qme,0,#debateNaBandRS\n\n ,
"1,02E+18",2022-08-08T01:06:35Z,"1,56E+18",pt,37,RT @SheilaGeist Tô quase maluca assistindo 3 debates ao mesmo tempo e posso confessar uma coisa para vocês Os candidatos @PDT_Nacional…,
48511151,2022-08-08T01:06:34Z,"1,56E+18",pt,5,Onyx caixa 2 falando de corrupção Posso com isso #DebateNaBandRS,
116829646,2022-08-08T01:06:34Z,"1,56E+18",pt,79,Não consigo compreender como um governo permitiu que os servidores da educação ficassem sete anos sem reposição salarial e deixou estruturas tão precárias\n#LulaOlivioPrettoRuas #DebatenaBandRS,0
2842916860,2022-08-08T01:06:33Z,"1,56E+18",pt,6,RT @mariadorosario O @EdegarPretto é filho da Dona Otília e saudoso deputado federal Adão Pretto É gaúcho de palavra com origem na ag…,
2572886822,2022-08-08T01:06:33Z,"1,56E+18",pt,2,RT @marceloigors Vem aí… #DebateNaBandRS ,
2800008013,2022-08-08T01:06:32Z,"1,56E+18",pt,5,RT @sofiacavedonPT Qual foi obra que Bolsonaro começou e terminou neste estado Bolsonaro só espalha o ódio e corrupção @EdegarPrett…,0
92745379,2022-08-08T01:06:30Z,"1,56E+18",pt,16,RT @anaffonso13 “Onyx caixa 2 confesso não pode falar em corrupção” @EdegarPretto falou na cara É isso aí não foge debate e mostra…,1
"1,46E+18",2022-08-08T01:06:30Z,"1,56E+18",pt,0,Para onyx o que o governo fez foi voltar com o patriotismo é difciil defender alguém que não fez nada né #DebateNaBandRS,0
"1,26E+18",2022-08-08T01:06:30Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
2842916860,2022-08-08T01:06:29Z,"1,56E+18",pt,15,RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,1
"1,14E+18",2022-08-08T01:06:28Z,"1,56E+18",pt,39,RT @EdegarPretto O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria…,1
133118845,2022-08-08T01:06:27Z,"1,56E+18",pt,3,"RT @ocaradotuiter Onyx Caixa 2 confesso nao pode falar de corrupção""\n-Edegar\n#DebateNaBandRS",0
2742813672,2022-08-08T01:06:26Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
17231726,2022-08-08T01:06:22Z,"1,56E+18",pt,1,RT @Henriqueptpel Perfeito @EdegarPretto na defesa @ptbrasil  e na colocação @onyxlorenzoni  defensor de @jairbolsonaro  e seu gover…,1
187900899,2022-08-08T01:06:22Z,"1,56E+18",pt,30,RT @PTpoa “O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @Edega…,
"7,42E+17",2022-08-08T01:06:21Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
48070649,2022-08-08T01:06:20Z,"1,56E+18",qme,23,RT @EduardoLeite_ #DebateNaBandTV ,
304418513,2022-08-08T01:06:19Z,"1,56E+18",pt,104,"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0
17231726,2022-08-08T01:06:18Z,"1,56E+18",pt,45,RT @EdegarPretto O meu candidato vice-governador é o @PedroRuasPsol fundador trabalhismo e defensor da escola integral de Leonel Bri…,1
"1,36E+18",2022-08-08T01:06:18Z,"1,56E+18",pt,31,RT @LeonelRadde @EdegarPretto demolindo o Onyx Caixa 2 corrupto confesso e propagador de fake news #LulaOlivioPrettoRuas  #DebateNaBand,0
"1,51E+18",2022-08-08T01:06:18Z,"1,56E+18",pt,0,alguém dá um xarope pra esse velho pelo amor de deus #DebateNaBandRS,
13257432,2022-08-08T01:06:17Z,"1,56E+18",pt,0,Temos Heinze e Onyx se poupando até agora… #debatenabandRS,
"1,19E+18",2022-08-08T01:06:14Z,"1,56E+18",pt,0,@caiofbritto @EdegarPretto Pergunta pra ele,
487924045,2022-08-08T01:06:12Z,"1,56E+18",pt,0,@bandrs @TwitterLive Sou ministro @onyxlorenzoni desde criancinha\n#DebateNaBandRS,
116829646,2022-08-08T01:06:10Z,"1,56E+18",pt,45,O meu candidato vice-governador é o @PedroRuasPsol fundador trabalhismo e defensor da escola integral de Leonel Brizola\n#LulaOlivioPrettoRuas #DebatenaBandRS ,1
"1,49E+18",2022-08-08T01:06:08Z,"1,56E+18",pt,15,Meu candidato ao governo Rio Grande Sul @EdegarPretto  sem sombra de dúvidas é o mais qualificado E junto @PedroRuasPsol e mestre @OlivioDutraReal mostra que tem real compromisso com o povo nosso estado \n\n#TimeDaEsperança\n#DebateNaBand,1
134519917,2022-08-08T01:06:06Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,1
"1,05E+18",2022-08-08T01:06:05Z,"1,56E+18",pt,67,RT @todoscomciro Bora acompanhar os candidatos PDT #DebateNaBand \n\n@carolbrazam AM\n@leiladovolei DF\n@gomyde PR\n@_RodrigoNev…,1
"1,51E+18",2022-08-08T01:06:04Z,"1,56E+18",pt,0,"Mostrar aos gaúchos e gaúchas o que um homem deve fazer"" diz Onyx reforçando o preconceito homem de bem"" Nojo #DebateNaBandRS",0
"1,40E+18",2022-08-08T01:06:03Z,"1,56E+18",pt,1,"Onix Caixa 2 confesso não pode falar em corrupção"" Edegar Pretto #LulaOlivioPrettoRuas #DebatenaBandRS",0
"8,16E+17",2022-08-08T01:06:03Z,"1,56E+18",pt,0,O Lorenzoni fala em “projeto de nação” para o Brasil Qualquer projeto que passe por 650 mil brasileiros mortos não vale pena #DebateNaBandRS #ForaBolsonaro,0
